created_at,avg_motion
19/09/20 21:31,
19/09/20 21:33,
19/09/20 21:36,
19/09/20 21:35,
19/09/20 21:38,
19/09/20 21:41,
19/09/20 21:43,
19/09/20 21:46,
19/09/20 21:45,
19/09/20 21:48,
19/09/20 21:51,
19/09/20 21:53,
19/09/20 21:56,
19/09/20 21:55,
19/09/20 21:58,
19/09/20 22:01,
19/09/20 22:03,
19/09/20 22:06,
19/09/20 22:05,
19/09/20 22:08,
19/09/20 22:11,
19/09/20 22:13,
19/09/20 22:16,
19/09/20 22:15,
19/09/20 22:18,
19/09/20 22:21,
19/09/20 22:23,
19/09/20 22:26,
19/09/20 22:25,
19/09/20 22:28,
19/09/20 22:31,
19/09/20 22:33,
19/09/20 22:36,
19/09/20 22:35,
19/09/20 22:38,
19/09/20 22:41,
19/09/20 22:43,
19/09/20 22:46,
19/09/20 22:45,
19/09/20 22:48,
19/09/20 22:50,
19/09/20 22:53,
19/09/20 22:56,
19/09/20 22:58,
19/09/20 23:01,
19/09/20 23:03,
19/09/20 23:06,
19/09/20 23:06,
19/09/20 23:08,
19/09/20 23:11,
19/09/20 23:13,
19/09/20 23:16,
19/09/20 23:16,
19/09/20 23:18,
19/09/20 23:21,
19/09/20 23:23,
19/09/20 23:26,
19/09/20 23:26,
19/09/20 23:28,
19/09/20 23:31,
19/09/20 23:33,
19/09/20 23:36,
19/09/20 23:36,
19/09/20 23:38,
19/09/20 23:41,
19/09/20 23:43,
19/09/20 23:46,
19/09/20 23:46,
19/09/20 23:48,
19/09/20 23:51,
19/09/20 23:53,
19/09/20 23:56,
19/09/20 23:56,
19/09/20 23:58,
20/09/20 0:01,
20/09/20 0:03,
20/09/20 0:06,
20/09/20 0:05,
20/09/20 0:07,
20/09/20 0:10,0.342
20/09/20 0:13,0.343333333
20/09/20 0:16,0.361666667
20/09/20 0:15,0.351666667
20/09/20 0:18,0.318333333
20/09/20 0:21,0.335
20/09/20 0:23,0.368333333
20/09/20 0:26,0.343333333
20/09/20 0:25,0.36
20/09/20 0:28,0.335
20/09/20 0:31,0.385
20/09/20 0:33,0.395
20/09/20 0:36,0.288333333
20/09/20 0:35,0.315
20/09/20 0:38,0.35
20/09/20 0:41,0.386666667
20/09/20 0:43,0.36
20/09/20 0:46,0.345
20/09/20 0:45,0.335
20/09/20 0:48,0.378333333
20/09/20 0:50,0.42
20/09/20 0:53,0.341666667
20/09/20 0:56,0.361666667
20/09/20 0:55,0.37
20/09/20 0:58,0.345
20/09/20 1:00,0.281666667
20/09/20 1:03,0.333333333
20/09/20 1:06,0.361666667
20/09/20 1:05,0.378333333
20/09/20 1:08,0.28
20/09/20 1:10,0.318333333
20/09/20 1:13,0.341666667
20/09/20 1:16,0.326666667
20/09/20 1:18,0.281666667
20/09/20 1:21,0.395
20/09/20 1:23,0.283333333
20/09/20 1:26,0.368333333
20/09/20 1:26,0.358333333
20/09/20 1:28,0.345
20/09/20 1:31,0.36
20/09/20 1:33,0.328333333
20/09/20 1:36,0.378333333
20/09/20 1:36,0.378333333
20/09/20 1:38,0.328333333
20/09/20 1:41,0.368333333
20/09/20 1:43,0.31
20/09/20 1:46,0.333333333
20/09/20 1:46,0.341666667
20/09/20 1:48,0.343333333
20/09/20 1:51,0.351666667
20/09/20 1:53,0.335
20/09/20 1:56,0.266666667
20/09/20 1:56,0.301666667
20/09/20 1:58,0.313333333
20/09/20 2:01,0.386666667
20/09/20 2:03,0.353333333
20/09/20 2:06,0.326666667
20/09/20 2:06,0.336666667
20/09/20 2:08,0.308333333
20/09/20 2:11,0.353333333
20/09/20 2:13,0.318333333
20/09/20 2:16,0.323333333
20/09/20 2:16,0.305
20/09/20 2:18,0.395
20/09/20 2:21,0.301666667
20/09/20 2:23,0.345
20/09/20 2:26,0.315
20/09/20 2:26,0.29
20/09/20 2:28,0.316666667
20/09/20 2:31,0.26
20/09/20 2:33,0.36
20/09/20 2:36,0.343333333
20/09/20 2:36,0.37
20/09/20 2:38,0.316666667
20/09/20 2:41,0.366666667
20/09/20 2:43,0.351666667
20/09/20 2:46,0.318333333
20/09/20 2:45,0.32
20/09/20 2:48,0.318333333
20/09/20 2:51,0.341666667
20/09/20 2:53,0.36
20/09/20 2:56,0.328333333
20/09/20 2:55,0.36
20/09/20 2:58,0.326666667
20/09/20 3:01,0.318333333
20/09/20 3:03,0.316666667
20/09/20 3:06,0.345
20/09/20 3:05,0.32
20/09/20 3:08,0.335
20/09/20 3:11,0.29
20/09/20 3:13,0.36
20/09/20 3:16,0.3
20/09/20 3:15,0.318333333
20/09/20 3:18,0.278333333
20/09/20 3:21,0.323333333
20/09/20 3:23,0.36
20/09/20 3:26,0.361666667
20/09/20 3:25,0.353333333
20/09/20 3:28,0.28
20/09/20 3:31,0.41
20/09/20 3:33,0.336666667
20/09/20 3:36,0.315
20/09/20 3:35,0.3
20/09/20 3:38,0.383333333
20/09/20 3:41,0.376666667
20/09/20 3:43,0.273333333
20/09/20 3:46,0.353333333
20/09/20 3:45,0.351666667
20/09/20 3:48,0.311666667
20/09/20 3:51,0.306666667
20/09/20 3:53,0.336666667
20/09/20 3:56,0.353333333
20/09/20 3:55,0.345
20/09/20 3:58,0.361666667
20/09/20 4:01,0.31
20/09/20 4:03,0.341666667
20/09/20 4:06,0.336666667
20/09/20 4:05,0.345
20/09/20 4:08,0.353333333
20/09/20 4:11,0.351666667
20/09/20 4:13,0.308333333
20/09/20 4:16,0.31
20/09/20 4:15,0.316666667
20/09/20 4:18,0.351666667
20/09/20 4:21,0.308333333
20/09/20 4:23,0.28
20/09/20 4:26,0.306666667
20/09/20 4:25,0.288333333
20/09/20 4:28,0.361666667
20/09/20 4:31,0.285
20/09/20 4:33,0.376666667
20/09/20 4:36,0.326666667
20/09/20 4:35,0.343333333
20/09/20 4:38,0.333333333
20/09/20 4:41,0.326666667
20/09/20 4:43,0.326666667
20/09/20 4:46,0.343333333
20/09/20 4:45,0.368333333
20/09/20 4:48,0.308333333
20/09/20 4:51,0.318333333
20/09/20 4:53,0.32
20/09/20 4:56,0.321666667
20/09/20 4:58,0.335
20/09/20 5:01,0.361666667
20/09/20 5:04,0.328333333
20/09/20 5:06,0.288333333
20/09/20 5:05,0.281666667
20/09/20 5:08,0.333333333
20/09/20 5:10,0.345
20/09/20 5:13,0.275
20/09/20 5:16,0.318333333
20/09/20 5:15,0.308333333
20/09/20 5:18,0.353333333
20/09/20 5:20,0.316666667
20/09/20 5:23,0.325
20/09/20 5:26,0.358333333
20/09/20 5:28,0.37
20/09/20 5:31,0.308333333
20/09/20 5:33,0.381666667
20/09/20 5:36,0.283333333
20/09/20 5:36,0.3
20/09/20 5:38,0.3
20/09/20 5:41,0.351666667
20/09/20 5:43,0.348333333
20/09/20 5:46,0.336666667
20/09/20 5:46,0.353333333
20/09/20 5:48,0.336666667
20/09/20 5:51,0.326666667
20/09/20 5:53,0.326666667
20/09/20 5:56,0.34
20/09/20 5:56,0.323333333
20/09/20 5:58,0.336666667
20/09/20 6:01,0.316666667
20/09/20 6:03,0.32
20/09/20 6:06,0.31
20/09/20 6:06,0.311666667
20/09/20 6:08,0.316666667
20/09/20 6:11,0.341666667
20/09/20 6:13,0.378333333
20/09/20 6:16,0.353333333
20/09/20 6:16,0.345
20/09/20 6:18,0.325
20/09/20 6:21,0.335
20/09/20 6:23,0.335
20/09/20 6:26,0.263333333
20/09/20 6:26,0.256666667
20/09/20 6:28,0.273333333
20/09/20 6:31,0.326666667
20/09/20 6:33,0.341666667
20/09/20 6:36,0.335
20/09/20 6:36,0.326666667
20/09/20 6:38,0.343333333
20/09/20 6:41,0.351666667
20/09/20 6:43,0.333333333
20/09/20 6:46,0.29
20/09/20 6:46,0.316666667
20/09/20 6:48,0.34
20/09/20 6:51,0.29
20/09/20 6:53,0.361666667
20/09/20 6:56,0.333333333
20/09/20 6:55,0.335
20/09/20 6:58,0.326666667
20/09/20 7:01,0.36
20/09/20 7:03,0.318333333
20/09/20 7:06,0.353333333
20/09/20 7:05,0.328333333
20/09/20 7:08,0.395
20/09/20 7:11,0.315
20/09/20 7:13,0.403333333
20/09/20 7:16,0.333333333
20/09/20 7:15,0.325
20/09/20 7:18,0.336666667
20/09/20 7:21,0.386666667
20/09/20 7:23,0.325
20/09/20 7:26,0.368333333
20/09/20 7:25,0.335
20/09/20 7:28,0.386666667
20/09/20 7:31,0.35
20/09/20 7:33,0.326666667
20/09/20 7:36,0.315
20/09/20 7:35,0.316666667
20/09/20 7:38,0.331666667
20/09/20 7:41,0.336666667
20/09/20 7:43,0.37
20/09/20 7:46,0.343333333
20/09/20 7:45,0.335
20/09/20 7:48,0.316666667
20/09/20 7:51,0.37
20/09/20 7:53,0.325
20/09/20 7:56,0.36
20/09/20 7:55,0.343333333
20/09/20 7:58,0.386666667
20/09/20 8:01,0.308333333
20/09/20 8:03,0.313333333
20/09/20 8:06,0.345
20/09/20 8:05,0.361666667
20/09/20 8:08,0.351666667
20/09/20 8:11,0.3
20/09/20 8:13,0.318333333
20/09/20 8:16,0.366666667
20/09/20 8:15,0.341666667
20/09/20 8:18,0.395
20/09/20 8:21,0.343333333
20/09/20 8:23,0.29
20/09/20 8:26,0.333333333
20/09/20 8:25,0.323333333
20/09/20 8:28,0.318333333
20/09/20 8:31,0.378333333
20/09/20 8:33,0.311666667
20/09/20 8:36,0.315
20/09/20 8:35,0.298333333
20/09/20 8:38,0.361666667
20/09/20 8:40,0.351666667
20/09/20 8:43,0.333333333
20/09/20 8:46,0.318333333
20/09/20 8:45,0.318333333
20/09/20 8:48,0.37
20/09/20 8:50,0.345
20/09/20 8:53,0.368333333
20/09/20 8:56,0.318333333
20/09/20 8:58,0.353333333
20/09/20 9:01,0.326666667
20/09/20 9:03,0.333333333
20/09/20 9:06,0.351666667
20/09/20 9:06,0.368333333
20/09/20 9:08,0.386666667
20/09/20 9:11,0.368333333
20/09/20 9:13,0.411666667
20/09/20 9:16,0.308333333
20/09/20 9:11,0.368333333
20/09/20 9:14,0.395
20/09/20 9:17,0.308333333
20/09/20 9:19,0.35
20/09/20 9:22,0.345
20/09/20 9:14,0.386666667
20/09/20 9:17,0.291666667
20/09/20 9:20,0.366666667
20/09/20 9:22,0.333333333
20/09/20 12:06,0.385
20/09/20 12:06,0.348333333
20/09/20 12:08,0.353333333
20/09/20 12:11,0.273333333
20/09/20 12:13,0.366666667
20/09/20 12:16,0.378333333
20/09/20 12:16,0.386666667
20/09/20 12:18,0.368333333
20/09/20 12:21,0.361666667
20/09/20 12:23,0.378333333
20/09/20 12:26,0.343333333
20/09/20 12:25,0.326666667
20/09/20 12:28,0.376666667
20/09/20 12:31,0.351666667
20/09/20 12:33,0.386666667
20/09/20 12:36,0.376666667
20/09/20 12:35,0.378333333
20/09/20 12:38,0.308333333
20/09/20 12:41,0.326666667
20/09/20 12:43,0.37
20/09/20 12:46,0.341666667
20/09/20 12:45,0.341666667
20/09/20 12:48,0.323333333
20/09/20 12:51,0.368333333
20/09/20 12:53,0.316666667
20/09/20 12:56,0.336666667
20/09/20 12:48,0.323333333
20/09/20 12:51,0.368333333
20/09/20 12:54,0.325
20/09/20 12:56,0.353333333
20/09/20 12:59,
20/09/20 12:55,0.326666667
20/09/20 12:57,0.335
20/09/20 13:00,0.3125
20/09/20 14:33,0.001666667
20/09/20 14:36,0
20/09/20 14:36,0
20/09/20 14:38,0
20/09/20 14:41,0.026666667
20/09/20 14:43,0
20/09/20 14:46,0
20/09/20 14:46,0
20/09/20 14:48,0.035
20/09/20 14:51,0.053333333
20/09/20 14:53,0
20/09/20 14:56,0
20/09/20 14:55,0
20/09/20 14:58,0
20/09/20 15:01,0
20/09/20 15:03,0
20/09/20 15:06,0
20/09/20 15:05,0
20/09/20 15:08,0
20/09/20 15:11,0
20/09/20 15:13,0
20/09/20 15:16,0
20/09/20 15:15,0
20/09/20 15:18,0
20/09/20 15:21,0
20/09/20 15:23,0.025
20/09/20 15:26,0.001666667
20/09/20 15:25,0.026666667
20/09/20 15:28,0.025
20/09/20 15:31,0.001666667
20/09/20 15:33,0.026666667
20/09/20 15:36,0
20/09/20 15:35,0
20/09/20 15:38,0
20/09/20 15:41,0
20/09/20 15:43,0
20/09/20 15:46,0
20/09/20 15:45,0
20/09/20 15:48,0
20/09/20 15:51,0
20/09/20 15:53,0
20/09/20 15:56,0
20/09/20 15:55,0
20/09/20 15:58,0
20/09/20 16:01,0
20/09/20 16:03,0
20/09/20 16:06,0
20/09/20 16:05,0
20/09/20 16:08,0
20/09/20 16:11,0
20/09/20 16:13,0.016666667
20/09/20 16:16,0.026666667
20/09/20 16:15,0.026666667
20/09/20 16:18,0
20/09/20 16:20,0
20/09/20 16:23,0
20/09/20 16:26,0
20/09/20 16:25,0
20/09/20 16:28,0
20/09/20 16:30,0.008333333
20/09/20 16:33,0
20/09/20 16:36,0.025
20/09/20 16:38,0.001666667
20/09/20 16:41,0
20/09/20 16:43,0
20/09/20 16:46,0
20/09/20 16:44,0
20/09/20 16:47,0
20/09/20 16:50,0.05
20/09/20 16:52,0.24
20/09/20 16:55,0.273333333
20/09/20 16:49,0
20/09/20 16:52,0.261666667
20/09/20 16:54,0.248333333
20/09/20 16:57,0.271666667
20/09/20 17:06,0.055
20/09/20 17:08,0
20/09/20 17:11,0.13
20/09/20 17:13,0.201666667
20/09/20 17:16,0.035
20/09/20 17:16,0.035
20/09/20 17:18,0.101666667
20/09/20 17:21,0.046666667
20/09/20 17:23,0.026666667
20/09/20 17:26,0.051666667
20/09/20 17:26,0.028333333
20/09/20 17:28,0.026666667
20/09/20 17:31,0.008333333
20/09/20 17:33,0
20/09/20 17:36,0
20/09/20 17:36,0
20/09/20 17:38,0.025
20/09/20 17:41,0.22
20/09/20 17:43,0
20/09/20 17:46,0
20/09/20 17:46,0
20/09/20 17:48,0.026666667
20/09/20 17:51,0
20/09/20 17:53,0
20/09/20 17:56,0
20/09/20 17:56,0
20/09/20 17:58,0
20/09/20 18:01,0
20/09/20 18:03,0
20/09/20 18:06,0
20/09/20 18:06,0
20/09/20 18:08,0.026666667
20/09/20 18:11,0.121666667
20/09/20 18:13,0.001666667
20/09/20 18:16,0
20/09/20 18:16,0
20/09/20 18:18,0
20/09/20 18:21,0.025
20/09/20 18:23,0.001666667
20/09/20 18:26,0
20/09/20 18:25,0
20/09/20 18:28,0
20/09/20 18:31,0.158333333
20/09/20 18:33,0
20/09/20 18:36,0
20/09/20 18:35,0
20/09/20 18:38,0
20/09/20 18:41,0.016666667
20/09/20 18:43,0
20/09/20 18:46,0
20/09/20 18:45,0
20/09/20 18:48,0
20/09/20 18:51,0
20/09/20 18:53,0
20/09/20 18:56,0
20/09/20 18:55,0
20/09/20 18:58,0
20/09/20 19:01,0
20/09/20 19:03,0
20/09/20 19:06,0.026666667
20/09/20 19:05,0.026666667
20/09/20 19:08,0
20/09/20 19:11,0
20/09/20 19:13,0
20/09/20 19:16,0.016666667
20/09/20 19:15,0
20/09/20 19:18,0.016666667
20/09/20 19:21,0
20/09/20 19:23,0
20/09/20 19:26,0.016666667
20/09/20 19:25,0.016666667
20/09/20 19:28,0
20/09/20 19:31,0
20/09/20 19:33,0.016666667
20/09/20 19:36,0
20/09/20 19:35,0
20/09/20 19:38,0
20/09/20 19:40,0
20/09/20 19:43,0
20/09/20 19:46,0
20/09/20 19:48,0
20/09/20 19:51,0.026666667
20/09/20 19:53,0
20/09/20 19:56,0
20/09/20 19:56,0
20/09/20 19:58,0
20/09/20 20:01,0
20/09/20 20:03,0
20/09/20 20:06,0
20/09/20 20:06,0
20/09/20 20:08,0
20/09/20 20:11,0
20/09/20 20:13,0.026666667
20/09/20 20:16,0
20/09/20 20:16,0
20/09/20 20:18,0
20/09/20 20:21,0.026666667
20/09/20 20:23,0
20/09/20 20:26,0.026666667
20/09/20 20:26,0.025
20/09/20 20:28,0.028333333
20/09/20 20:31,0
20/09/20 20:33,0
20/09/20 20:36,0
20/09/20 20:36,0
20/09/20 20:38,0
20/09/20 20:41,0
20/09/20 20:43,0
20/09/20 20:46,0
20/09/20 20:46,0
20/09/20 20:48,0
20/09/20 20:51,0
20/09/20 20:53,0
20/09/20 20:56,0
20/09/20 20:55,0
20/09/20 20:58,0.026666667
20/09/20 21:01,0
20/09/20 21:03,0
20/09/20 21:06,0
20/09/20 21:05,0
20/09/20 21:08,0
20/09/20 21:11,0
20/09/20 21:13,0
20/09/20 21:16,0
20/09/20 21:15,0
20/09/20 21:18,0
20/09/20 21:21,0
20/09/20 21:23,0
20/09/20 21:26,0
20/09/20 21:25,0
20/09/20 21:28,0
20/09/20 21:31,0
20/09/20 21:33,0.026666667
20/09/20 21:36,0
20/09/20 21:35,0
20/09/20 21:38,0.026666667
20/09/20 21:41,0
20/09/20 21:43,0.026666667
20/09/20 21:46,0
20/09/20 21:45,0
20/09/20 21:48,0
20/09/20 21:51,0
20/09/20 21:53,0
20/09/20 21:56,0
20/09/20 21:55,0
20/09/20 21:58,0
20/09/20 22:01,0.026666667
20/09/20 22:03,0.183333333
20/09/20 22:06,0.375
20/09/20 22:05,0.34
20/09/20 22:08,0.3
20/09/20 22:11,0.241666667
20/09/20 22:13,0.16
20/09/20 22:16,0
20/09/20 22:18,0
20/09/20 22:21,0
20/09/20 22:24,0
20/09/20 22:26,0
20/09/20 22:26,0
20/09/20 22:28,0
20/09/20 22:31,0
20/09/20 22:33,0
20/09/20 22:36,0
20/09/20 22:36,0
20/09/20 22:38,0
